Arabic	English
ينبغي لكتب راسل أن تغلف بلونين، فتعطي الكتب التي تتحدث عن المنطق الرياضي بالأحمر، وأحث كل طلاب الفلسفه علي قراءتها. وتلك التي تتحدث عن الأخلاقيات والسياسه بالأزرق، ولا ينبغي أن يسمح لأحد بقراءتها.	russell's books should be bound in two colours, those dealing with mathematical logic in red — and all students of philosophy should read them; those dealing with ethics and politics in blue — and no one should be allowed to read them.
ينتشر الغش والخداع في أيامنا كهذه أكثر من أي وقت مضي.	fraud and deceit abound in these days more than in former times.
ينخر الخنزير.	the pig grunts.
ينظر الآباء إلي الجيل الجديد علي أنه جيل بعيد عن الواقع و منشغل باللهث وراء الأحلام الورديه.	parents look to the new generation as a generation that is far from reality and busy running after unrealistic dreams.
ينظر أهل الأرياف إلي الغرباء عاده نظره شبهه.	country people are traditionally suspicious of strangers.
ينظف سامي غرفته كل مساء.	sami cleans up his room every evening.
ينفق توم ساعه يوميا في تعلم الفرنسيه.	tom spends about an hour a day studying french.
ينقص شوكه.	there is a fork missing.
ينمو الأطفال سريعا	children grow up very quickly.
يهاجر البجع من هنا إلي فلوريدا.	the swans migrate from here to florida.
يوتيوب ليس موقعا جيدا.	youtube is not a good website.
يوجد القليل من الطلبه بقوا في الصف .	there were few students left in the classroom.
يوجد الكثير من الحيوانات في المنتزه.	there are lots of animals in the park.
يوجد الكثير من المعابد في كيوتو.	there are many shrines in kyoto.
يوجد ثلاثه متاجر في المركز تجاري.	there are three stores in the mall.
يوجد حريق هائل هناك.	there is a huge fire up there.
يوجد سياج حول المنزل .	there is a fence about the house.
يوجد في منزل فاضل بستان خلفي.	fadil's house has a back garden.
يوجد هاتف في غرفتي.	there's a telephone in my room.
يوجد هناك خمسون مقاطعه في الولايات المتحده.	there are fifty states in the union.
يوجد هناك فندق عبر الشارع.	there's a hotel across the street.
يوجد وحش تحت سريري.	there is a monster under my bed.
يؤدي هذا الطريق إلي المحطه.	this road leads you to the station.
يوزع سامي الجريده الصباحيه في الحي.	sami delivers the morning paper in the neighborhood.
يؤسفني أن علمت أنك اتصلت علي منزلي أمس بينما كنت خارجا.	i am sorry to learn you called at my home yesterday while i was out.
يوشك الجسر علي الانهيار.	the bridge is about to collapse.
يوصف المسلمون بصوره مختلفه في وسائل الإعلام الغربيه.	muslims are portrayed in a different light by western media.
يوظف النساء برواتب أقل من الرجال.	women are employed at a lower salary than men.
يولد جميع الناس أحرارا ومتساوين في الكرامه والحقوق، وهم قد وهبوا العقل والوجدان، وعليهم أن يعاملوا بعضهم بعضا بروح الإخاء.	all human beings are born free and equal in dignity and rights. they are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
يؤلمني سن العقل في أعلي يمين أسناني.	my upper right wisdom tooth hurts.
يوم المرأه العالمي السعيد.	happy international women's day!
يؤمن المسلمون أن عيسي ابن مريم نبي الله.	muslims believe that jesus, the son of mary, was a prophet of god.
يؤمن المسلمون أن عيسي واحد من رسل الله.	muslims believe that jesus was one of god's messengers.
يؤمن المسلمون أنه هناك رب واحد فقط.	muslims believe that there is only one god.
يؤمن المسلمون بعيسي و محمد.	muslims believe in jesus and muhammad.
يؤمن المسلمون بيسوع و محمد.	muslims believe in jesus and muhammad.
يؤمن فاضل بإله الإسلام.	fadil believes in the god of islam.
يومي سعيده أليس كذلك؟	yumi is happy, isn't she?
Dan assaulted Linda	dan believed that linda was cheating on him.
Sales are down now	sales are down now.
أتخايل!	guess what!
أتصور!	guess what!
أخرج قود!	get the fuck out!
ادا حبيت نخلعك، اوكون قلتلك واش نمت عدها سمانات.	if i wanted to scare you, i would tell you what i dreamt about a few weeks ago.
إدا راح علينا تران، نروحو فلكار.	if we should miss the train, we'll go by bus.
ادار راي باردا.	the house is cold.
ادا كانت دنيا ماشي كيما راهي دۆك، نقدر ندير كۆنفيانس ف لي جا.	if the world weren't in the shape it is now, i could trust anyone.
ادا كاين واحد سقساق وشنو هووا لمعنا تاع لحكايا، ماعلاباليش ڨع.	if anyone was to ask what the point of the story is, i really don't know.
ادا ما راكش حايب تدير لاكرام سۆلار، پرۆبلام ديالك. ما تجيش برك تشكي عندي كي تتحرڨ من شمس.	if you don't want to put on sunscreen, that's your problem. just don't come complaining to me when you get a sunburn.
ادا ما عرفتنيش هاكدا، مالا ما كونتش تعرفني ڨع.	if you didn't know me that way then you simply didn't know me.
ادا نقدر نبعتلك ڨيمۆڥ، ترانڨ، نديرها.	if i could send you a marshmallow, trang, i would.
ارواح و اكتب آسمك.	come and write your name.
ارواحي و اكتبي آسمك.	come and write your name.
اسك بعيدا من هنا⸮	is it far from here?
اسمح لي، راني مشغوله درك.	i'm sorry, i'm busy right now.
اسمح لي، راني مشغول درك.	i'm sorry, i'm busy right now.
اغسل قبل ما تلبسها لمرا لولا.	wash before first wearing.
اغلق الباب تاع الشكوبي!	close the fucking door!
أفتح صفحا تسعا.	open at page nine.
افتحو لبيبان.	open the doors.
اقولو بلي لامور عما.	they say love is blind.
الأغلبيه تاع الكلاب عينيهم قهويين.	most dogs have brown eyes.
البارح كان نهار زين.	it was a beautiful day yesterday.
البحر خضر.	the sea is green.
التران راه روطار علي جال الثلج.	the train is late because of the snow.
التواقي كامل راهم مغلوقين.	all of the windows are closed.
الحال شويه سخون اليوم.	it's fairly warm today.
الحفله اللي عرضونا ليها راهي غدوه، ماشي ليوما.	the party that we've been invited to is tomorrow, not today.
الحمد لله.	hallelujah!
الحمد لله.	praise the lord.
الدراري يحبو العصير تاع الفاكيه.	children like fruit juice.
الدرس لغاوه خاطاك بزاف تلاميذ كانو غايبين.	the lessons were canceled because a large number of pupils were absent.
الذيابه و الكلاب حيوانات من نفس الجنس، بصح ماشي نوع واحد.	wolves and dogs are animals from the same genus, but different species.
الرايس أوباما زاد في هاواي.	president obama was born in hawaii.
السخانه عليا بزاف باش نخرج لبره.	it is too hot for me to go out.
الشاطو هادا راه فوق المدينه.	this castle overlooks the city.
الطريقه تاعي خيرمن تاعك.	my method is better than yours.
